"v_green_pct","time","flooded","severe","gen_id","income_mean","unemployed_rate","pop_per_sqkm","old_share","land_set_pct","land_agri_pct","distance"
0.0921501706484642,1,1,0,7235001,43219.8275862069,0.0156537753222836,1.60344827586207,0.267025089605735,0.0718390804597701,0.385057471264368,0
0.111617312072893,1,0,0,8335001,43355.078447564,0.020479302832244,2.16666666666667,0.251944684528954,0.0936329588014981,0.412921348314607,85.5456248628988
0.0552016985138004,0,1,0,7235001,39971.8004338395,0.0142984807864164,1.60775862068966,0.259159964253798,0.0790229885057471,0.389367816091954,0
0.101402373247033,0,0,0,8335001,43021.0437710438,0.020704845814978,2.12546816479401,0.218061674008811,0.0908239700374532,0.417602996254682,85.5456248628988
0.290186872276425,1,1,1,5334002,39757.1306939123,0.0468428663239075,15.47267640659,0.240463198836378,0.300279763755051,0.387193036990985,0
0.128167895794737,0,1,1,5334002,38096.506670449,0.046862433711232,15.2285359030152,0.234753073063592,0.294497979483991,0.397140192726142,0
0.15631874175099,1,0,0,8136088,45685.8688912688,0.0224584387291097,4.66373311502251,0.27992568862363,0.136376040387502,0.412675671987993,18.1826046555117
0.120264085827894,0,0,0,8136088,44460.3804844607,0.0207139057975297,4.61754673215991,0.270241120501152,0.134056487924683,0.415336335107109,18.1826046555117
0.0829947765525247,0,0,0,6439001,37039.283252929,0.0266090138034259,1.77009125699146,0.302843838350241,0.075360612304975,0.407418310273771,26.243575962098
0.117510180337405,1,0,0,6439001,38261.7014007516,0.0324281150159744,1.86546953193995,0.304402714218084,0.0762437444804239,0.406535178098322,26.243575962098
0.195402298850575,0,0,0,1061001,32820.8955223881,0.0143884892086331,0.30820399113082,0.23021582733813,0.0332594235033259,0.855875831485588,267.239164880788
0.152777777777778,1,0,0,1061001,31803.0303030303,0.00719424460431655,0.310421286031042,0.235714285714286,0.0354767184035477,0.855875831485588,267.239164880788
0.0900109769484083,1,1,0,9576111,47059.9494402311,0.0159912774850082,1.13447634786201,0.28823743627094,0.0834538318529229,0.435653790539145,0
0.0733624454148472,0,1,0,9576111,43391.5248098515,0.0154843356139719,1.14728361908697,0.25891249549874,0.0770501962404462,0.450733319562074,0
0.107460035523979,1,0,0,9273111,42381.1184122301,0.0182909402686482,2.35512777962164,0.239430665163472,0.0967474278128111,0.532691669432459,34.3378037121012
0.0834553440702782,0,0,0,9273111,41095.1256769893,0.0171478821632713,2.26414468226315,0.225120914553715,0.0949062551850008,0.5370831259333,34.3378037121012
0.0871794871794872,0,0,0,7134001,33107.1428571429,0.0296803652968037,0.715686274509804,0.285388127853881,0.0457516339869281,0.168300653594771,0
0.099236641221374,1,0,0,7134001,33252.4752475248,0.0300925925925926,0.720588235294118,0.310657596371882,0.0555555555555556,0.155228758169935,0
0.108527131782946,1,0,0,9577111,34792.5257731959,0.0188133140376266,0.733403582718651,0.290229885057471,0.0674394099051633,0.38145416227608,0
0.0899014778325123,0,0,0,9577111,32889.3442622951,0.0169992609016999,0.712855637513172,0.271988174427199,0.0669125395152792,0.388303477344573,0
0.106382978723404,0,0,0,8125001,48657.6503835285,0.0169133192389006,4.89648033126294,0.243974630021142,0.177018633540373,0.447204968944099,57.1532113941844
0.136082474226804,1,0,0,8125001,49809.5794392523,0.0167217175887696,5.08385093167702,0.258603135817552,0.179089026915114,0.445134575569358,57.1532113941844
0.0115830115830116,0,0,0,16065001,28070.351758794,0.0325379609544469,0.327182398864443,0.314533622559653,0.0290986515259049,0.926188786373314,108.471015346453
0.00490196078431373,1,0,0,16065001,28427.2300469484,0.0321888412017167,0.337118523775727,0.330526315789474,0.0361958836053939,0.920511000709723,108.471015346453
0.10616141162858,0,0,0,8136002,43148.3116883117,0.0135079819893573,1.02403241581668,0.249010779096739,0.0585440827162219,0.369707978203158,20.2138325032443
0.118872017353579,1,0,0,8136002,45338.9175257732,0.015633423180593,1.03982115411485,0.276001074979844,0.0605002095850217,0.367332681291044,20.2138325032443
0.0504469987228608,0,0,0,6431001,46171.588188348,0.0169707254985151,2.13883847549909,0.301230377598642,0.0907441016333938,0.411978221415608,61.7961791177797
0.113475177304965,1,0,0,6431001,48244.9959967974,0.0189222542163719,2.23411978221416,0.337124289195776,0.0925589836660617,0.41016333938294,61.7961791177797
0.088929219600726,1,1,0,9675111,38673.8197424893,0.0130796670630202,0.662763466042155,0.273262661955241,0.0554254488680718,0.458235753317721,0
0.0654545454545455,0,1,0,9675111,36847.0066518847,0.0118063754427391,0.66120218579235,0.25974025974026,0.0530835284933646,0.463700234192037,0
0.0747663551401869,0,0,0,7133001,36879.3103448276,0.0304568527918782,0.342013888888889,0.314720812182741,0.0347222222222222,0.697916666666667,29.1605613976229
0.0625,1,0,0,7133001,38258.9285714286,0.0153061224489796,0.328125,0.349206349206349,0.0364583333333333,0.694444444444444,29.1605613976229
0.158709677419355,0,0,0,8436001,44115.5717761557,0.00823045267489712,1.31656346749226,0.21928277483833,0.0642414860681115,0.571981424148607,17.3795386656073
0.185356811862836,1,0,0,8436001,46848.7804878049,0.0165714285714286,1.35061919504644,0.235530085959885,0.0657894736842105,0.569659442724458,17.3795386656073
0.137005355031643,1,0,0,8317001,42193.5654008439,0.0158333983308634,3.92627222562845,0.293851259027913,0.152820355610055,0.62614960147149,127.936410621204
0.124862284245318,0,0,0,8317001,41340.2856495126,0.0142185710336111,3.88090128755365,0.2724041233856,0.151747394236665,0.627988963825874,127.936410621204
0.156289154001198,1,0,0,3361001,42355.7638238051,0.023588008645804,4.71407581545695,0.314050617130034,0.202027622685865,0.593006171025566,145.512184431187
0.0876118699952897,0,0,0,3361001,41328.8641538072,0.0253007447011648,4.61680869820746,0.306823244860289,0.207610931531002,0.591536879224214,145.512184431187
