"","date","gen_id","gen_name","v_total","v_green","v_green_pct","flooded","severe","satellite","flooded2","severe2","pop_per_sqkm","net_out_per_thousand","old_share","income_mean","unemployed_rate","land_set_pct","land_agri_pct","incumbent","distance","land_name"
"30",2017-09-24,9675111,"Abtswind, M",550,36,0.0654545454545455,1,0,0,0,0,0.66120218579235,-3.54191263282172,0.25974025974026,36847.0066518847,0.0118063754427391,0.0530835284933646,0.463700234192037,0,0,"Bayern"
"31",2017-09-24,7133001,"Abtweiler",107,8,0.0747663551401869,0,0,0,0,0,0.342013888888889,50.761421319797,0.314720812182741,36879.3103448276,0.0304568527918782,0.0347222222222222,0.697916666666667,1,29.1605613976229,"Rheinland-Pfalz"
"32",2021-09-26,7133001,"Abtweiler",80,5,0.0625,0,0,0,0,0,0.328125,37.037037037037,0.349206349206349,38258.9285714286,0.0153061224489796,0.0364583333333333,0.694444444444444,1,29.1605613976229,"Rheinland-Pfalz"
"33",2017-09-24,8436001,"Achberg",775,123,0.158709677419355,0,0,0,0,0,1.31656346749226,-11.1699000587889,0.21928277483833,44115.5717761557,0.00823045267489712,0.0642414860681115,0.571981424148607,1,17.3795386656073,"Baden-W<fc>rttemberg, Land"
"34",2021-09-26,8436001,"Achberg",1079,200,0.185356811862836,0,0,0,0,0,1.35061919504644,-1.71919770773639,0.235530085959885,46848.7804878049,0.0165714285714286,0.0657894736842105,0.569659442724458,1,17.3795386656073,"Baden-W<fc>rttemberg, Land"
"35",2021-09-26,8317001,"Achern",14379,1970,0.137005355031643,0,0,0,0,0,3.92627222562845,0.663673628733164,0.293851259027913,42193.5654008439,0.0158333983308634,0.152820355610055,0.62614960147149,1,127.936410621204,"Baden-W<fc>rttemberg, Land"
"36",2017-09-24,8317001,"Achern, Stadt",10892,1360,0.124862284245318,0,0,0,0,0,3.88090128755365,-11.5328409494846,0.2724041233856,41340.2856495126,0.0142185710336111,0.151747394236665,0.627988963825874,1,127.936410621204,"Baden-W<fc>rttemberg, Land"
"37",2021-09-26,3361001,"Achim",18357,2869,0.156289154001198,0,0,0,0,0,4.71407581545695,-7.66737314549308,0.314050617130034,42355.7638238051,0.023588008645804,0.202027622685865,0.593006171025566,0,145.512184431187,"Niedersachsen"
"38",2017-09-24,3361001,"Achim b Bremen",19107,1674,0.0876118699952897,0,0,0,0,0,4.61680869820746,-8.14715804213608,0.306823244860289,41328.8641538072,0.0253007447011648,0.207610931531002,0.591536879224214,1,145.512184431187,"Niedersachsen"
"39",2017-09-24,9276111,"Achslach",571,11,0.0192644483362522,0,0,0,0,0,0.303161397670549,-8.78155872667399,0.273326015367728,36784.9223946785,0.0197585071350165,0.0286189683860233,0.219301164725458,0,89.7902514143403,"Bayern"
"40",2021-09-26,9276111,"Achslach",656,26,0.0396341463414634,0,0,0,0,0,0.319241011984021,-26.0688216892596,0.286757038581856,38008.8300220751,0.0149094781682641,0.0309587217043941,0.209720372836218,0,89.7902514143403,"Bayern"
"41",2017-09-24,8426001,"Achstetten",2111,229,0.108479393652297,0,0,0,0,0,1.98289136013687,-26.100086281277,0.194779982743745,51855.7980316645,0.0120793787748059,0.112917023096664,0.774593669803251,1,47.3558173775329,"Baden-W<fc>rttemberg, Land"
"42",2021-09-26,8426001,"Achstetten",2917,324,0.11107302022626,0,0,0,0,0,2.14713430282293,4.9800796812749,0.204581673306773,54697.1214017522,0.0131657690005984,0.117621899059025,0.769033361847733,1,47.3558173775329,"Baden-W<fc>rttemberg, Land"
"43",2017-09-24,7137001,"Acht",40,7,0.175,1,0,0,0,0,0.187335092348285,-84.5070422535211,0.338028169014085,30685.7142857143,0.028169014084507,0.0158311345646438,0.129287598944591,1,0,"Rheinland-Pfalz"
"44",2021-09-26,7137001,"Acht",0,0,NA,1,0,0,0,0,0.203166226912929,-38.961038961039,0.415584415584416,30000,0,0.0158311345646438,0.12401055408971,1,0,"Rheinland-Pfalz"
"45",2017-09-24,7134002,"Achtelsbach",202,10,0.0495049504950495,0,0,0,0,0,0.43298969072165,23.8095238095238,0.3,31092.3076923077,0.0142857142857143,0.0278350515463918,0.247422680412371,1,0,"Rheinland-Pfalz"
"46",2021-09-26,7134002,"Achtelsbach",139,7,0.0503597122302158,0,0,0,0,0,0.41340206185567,0,0.364089775561097,32947.3684210526,0.0150375939849624,0.0288659793814433,0.245360824742268,1,0,"Rheinland-Pfalz"
"47",2017-09-24,1058001,"Achterwehr",545,95,0.174311926605505,0,0,0,0,0,0.636421725239617,-36.144578313253,0.268072289156627,111252.100840336,0.0100401606425703,0.0593869731800766,0.478927203065134,1,300.206932225745,"Schleswig-Holstein"
"48",2021-09-26,1058001,"Achterwehr",412,122,0.296116504854369,0,0,0,0,0,0.66602809706258,0,0.274209012464046,139345.755693582,0.0133079847908745,0.0593869731800766,0.478927203065134,1,300.206932225745,"Schleswig-Holstein"
"49",2017-09-24,1054001,"Achtrup",774,72,0.0930232558139535,0,0,0,0,0,0.493311036789298,-17.6271186440678,0.264406779661017,37644.9704142012,0.0257627118644068,0.0488294314381271,0.875585284280936,1,341.36383924798,"Schleswig-Holstein"
"50",2021-09-26,1054001,"Achtrup",718,75,0.104456824512535,0,0,0,0,0,0.502341137123746,16.6444740346205,0.284287616511318,40578.3308931186,0.0229658792650919,0.0494983277591973,0.874916387959866,1,341.36383924798,"Schleswig-Holstein"
"51",2017-09-24,8117001,"Adelberg",929,88,0.0947255113024758,0,0,0,0,0,2.03055848261328,9.85988583290088,0.293720809548521,47013.0260521042,0.0124545926310327,0.0821917808219178,0.216016859852476,1,55.3217011203533,"Baden-W<fc>rttemberg, Land"
"52",2021-09-26,8117001,"Adelberg",1274,160,0.125588697017268,0,0,0,0,0,2.0958904109589,-7.03871292106586,0.301659125188537,48958.742632613,0.0172676485525648,0.0821917808219178,0.216016859852476,1,55.3217011203533,"Baden-W<fc>rttemberg, Land"
"53",2021-09-26,3159001,"Adelebsen",3988,510,0.127883650952859,0,0,0,0,0,0.814955973189644,1.29011449766167,0.341074020319303,37800.7675087944,0.021937550040032,0.0554606387173084,0.481535024313313,0,47.888796791221,"Niedersachsen"
